UTC time, Altitude (m MSL), Altitude (m AGL), Pressure (Pascal), Speed (m/s), Heading (degrees), Temperature (C), Relative humidity (%), Internal temperature (C), Latitude, Longitude, Rise speed (m/s)
16:29:52, 3415, 3206, 67504, 8.40, 128.80, -0.91, 82.30,  , 41.429242, 1.980423, 3.8
16:29:53, 3419, 3210, 67474, 8.40, 128.80, -0.89, 82.30,  ,  ,  , 3.8
16:29:54, 3423, 3214, 67443, 8.35, 139.70, -0.92, 82.30,  ,  ,  , 3.8
16:29:55, 3426, 3217, 67412, 10.30, 123.50, -0.92, 82.35,  , 41.429078, 1.980667, 3.7
16:29:56, 3430, 3221, 67380, 7.85, 139.20, -0.94, 82.40,  ,  ,  , 3.7
16:29:57, 3434, 3225, 67349, 10.50, 124.50, -0.97, 82.40,  ,  ,  , 3.7
16:29:58, 3437, 3228, 67318, 9.20, 135.80, -1.02, 82.40,  , 41.428915, 1.980923, 3.7
16:30:00, 3444, 3235, 67266,  ,  , -1.02, 82.45,  ,  ,  , 3.6
16:30:01, 3447, 3238, 67240,  ,  , -1.05, 82.45,  ,  ,  , 3.6
16:30:04, 3457, 3248, 67154, 7.65, 126.10, -1.15, 82.50, 8.25, 41.428608, 1.981418, 3.5
16:30:06, 3464, 3255, 67096, 8.90, 129.30, -1.19, 82.50,  ,  ,  , 3.5
16:30:07, 3467, 3258, 67068, 9.05, 120.20, -1.18, 82.55,  , 41.428458, 1.981667, 3.4
16:30:12, 3486, 3277, 66912, 9.45, 121.70, -1.33, 82.70,  ,  ,  , 3.5
16:30:13, 3489, 3280, 66882, 9.05, 138.80, -1.37, 82.80,  , 41.428153, 1.982168, 3.5
16:30:14, 3493, 3284, 66851,  ,  , -1.40, 82.90,  ,  ,  , 3.6
16:30:15, 3497, 3288, 66818,  ,  , -1.43, 82.90,  ,  ,  , 3.6
16:30:16, 3501, 3292, 66786,  ,  , -1.51, 82.95,  ,  ,  , 3.7
16:30:18, 3509, 3300, 66718, 8.00, 128.20, -1.51, 83.05,  ,  ,  , 3.7
16:30:19, 3513, 3304, 66684, 10.35, 121.50, -1.52, 83.10,  , 41.427858, 1.982712, 3.8
16:30:23, 3529, 3320, 66550, 10.75, 121.70, -1.69, 83.15,  ,  ,  , 3.9
16:30:24, 3533, 3324, 66517, 10.35, 127.00, -1.76, 83.20,  ,  ,  , 3.9
16:30:25, 3537, 3328, 66484, 9.55, 128.60, -1.79, 83.25,  , 41.427575, 1.983293, 4.0
16:30:29, 3553, 3344, 66354, 9.65, 127.90, -1.84, 83.60,  ,  ,  , 4.0
16:30:30, 3557, 3348, 66322, 9.40, 128.50, -1.91, 83.75,  ,  ,  , 4.0
16:30:31, 3561, 3352, 66290, 10.80, 132.50, -1.96, 83.85, 9.50, 41.427252, 1.983837, 3.9
16:30:35, 3577, 3368, 66151, 8.55, 132.40, -2.05, 84.35,  ,  ,  , 4.0
16:30:36, 3582, 3373, 66116, 10.10, 130.50, -2.11, 84.45,  ,  ,  , 4.0
16:30:37, 3586, 3377, 66082, 7.30, 137.80, -2.13, 84.55,  , 41.426922, 1.984298, 4.0
16:30:44, 3620, 3411, 65795, 10.85, 130.70, -2.45, 85.05,  ,  ,  , 4.6
16:30:45, 3625, 3416, 65754, 8.50, 132.10, -2.43, 85.25,  ,  ,  , 4.6
16:30:46, 3630, 3421, 65714, 11.00, 127.00, -2.45, 85.35,  , 41.426357, 1.985137, 4.6
16:30:47, 3635, 3426, 65677, 11.00, 127.00, -2.45, 85.50,  ,  ,  , 4.8
16:30:48, 3639, 3430, 65641, 11.10, 123.30, -2.46, 85.60,  ,  ,  , 4.8
16:30:49, 3643, 3434, 65606, 9.65, 135.50, -2.46, 85.70,  , 41.426180, 1.985405, 4.8
16:30:50, 3647, 3438, 65576, 9.65, 135.50, -2.46, 85.85,  ,  ,  , 4.7
16:30:51, 3651, 3442, 65546, 10.75, 120.80, -2.45, 85.95,  ,  ,  , 4.7
16:30:52, 3654, 3445, 65516, 9.40, 136.20, -2.46, 86.05,  , 41.426075, 1.985600, 4.6
16:30:53, 3659, 3450, 65477, 10.55, 115.20, -2.61, 86.10,  ,  ,  , 4.6
16:30:54, 3664, 3455, 65439, 11.15, 127.90, -2.68, 86.20,  ,  ,  , 4.6
16:30:55, 3668, 3459, 65402, 9.50, 131.50, -2.58, 86.35,  , 41.425905, 1.985895, 4.6
16:30:59, 3686, 3477, 65259, 10.25, 127.20, -2.66, 86.70,  ,  ,  , 4.3
16:31:00, 3690, 3481, 65223, 10.25, 127.20, -2.70, 86.75,  ,  ,  , 4.3
16:31:01, 3694, 3485, 65188, 9.85, 125.20, -2.75, 86.85,  , 41.425560, 1.986442, 4.3
16:31:04, 3704, 3495, 65110, 9.00, 127.10, -2.73, 87.10,  , 41.425380, 1.986702, 4.1
16:31:05, 3709, 3500, 65071, 10.40, 130.40, -2.81, 87.10,  ,  ,  , 4.1
16:31:06, 3713, 3504, 65034, 9.45, 121.20, -2.86, 87.20,  ,  ,  , 4.1
16:31:07, 3718, 3509, 64998, 10.05, 131.60, -2.86, 87.25,  , 41.425223, 1.986980, 4.1
16:31:08, 3721, 3512, 64968, 10.05, 131.60, -2.87, 87.35,  ,  ,  , 4.0
16:31:09, 3725, 3516, 64938, 9.70, 133.30, -2.86, 87.40,  ,  ,  , 4.0
16:31:10, 3729, 3520, 64908, 9.15, 129.70, -2.92, 87.45,  , 41.425000, 1.987308, 4.0
16:31:14, 3740, 3531, 64811, 9.85, 140.90, -2.97, 87.65,  ,  ,  , 3.5
16:31:15, 3744, 3535, 64786, 9.85, 140.90, -2.98, 87.65,  ,  ,  , 3.5
16:31:16, 3747, 3538, 64762, 9.35, 143.90, -3.00, 87.70,  , 41.424635, 1.987802, 3.5
16:31:17, 3749, 3540, 64741, 11.05, 128.50, -3.05, 87.75,  ,  ,  , 3.5
16:31:18, 3752, 3543, 64719, 11.05, 128.50, -3.08, 87.75,  ,  ,  , 3.4
16:31:19, 3754, 3545, 64698, 10.45, 141.00, -3.10, 87.75,  , 41.424450, 1.988052, 3.2
16:31:20, 3757, 3548, 64677, 10.50, 141.00, -3.15, 87.70,  ,  ,  , 3.1
16:31:21, 3760, 3551, 64656, 8.95, 134.70, -3.14, 87.70,  ,  ,  , 3.0
16:31:22, 3762, 3553, 64636, 9.75, 129.80, -3.16, 87.65,  , 41.424338, 1.988220, 2.9
16:31:26, 3773, 3564, 64549,  ,  , -3.32, 87.60,  ,  ,  , 2.8
16:31:27, 3775, 3566, 64527,  ,  , -3.40, 87.60,  ,  ,  , 2.7
16:31:28, 3778, 3569, 64506,  ,  , -3.44, 87.55,  ,  ,  , 2.7
16:31:29, 3781, 3572, 64484, 11.05, 135.40, -3.49, 87.55,  ,  ,  , 2.6
16:31:30, 3784, 3575, 64461, 10.00, 123.80, -3.53, 87.45,  ,  ,  , 2.7
16:31:31, 3786, 3577, 64438, 10.35, 133.60, -3.52, 87.45,  , 41.423808, 1.989012, 2.7
16:31:32, 3789, 3580, 64413, 10.30, 133.60, -3.54, 87.35,  ,  ,  , 2.7
16:31:33, 3792, 3583, 64392, 9.45, 128.50, -3.57, 87.35,  ,  ,  , 2.7
16:31:34, 3795, 3586, 64372, 10.00, 137.60, -3.40, 87.35,  , 41.423628, 1.989280, 2.7
16:31:35, 3797, 3588, 64349,  ,  , -3.40, 87.30,  ,  ,  , 2.7
16:31:36, 3801, 3592, 64323,  ,  , -3.48, 87.25,  ,  ,  , 2.7
16:31:37, 3804, 3595, 64298,  ,  , -3.53, 87.05,  ,  ,  , 2.8
16:31:38, 3806, 3597, 64277, 10.25, 134.30, -3.55, 86.85,  ,  ,  , 2.8
16:31:39, 3809, 3600, 64253, 11.35, 127.60, -3.53, 86.60,  ,  ,  , 2.8
16:31:40, 3812, 3603, 64230, 9.85, 119.00, -3.50, 86.35,  , 41.423280, 1.989840, 2.8
16:31:41, 3815, 3606, 64208, 11.60, 121.60, -3.42, 85.85,  ,  ,  , 2.8
16:31:42, 3817, 3608, 64188, 10.30, 120.60, -3.35, 85.10,  ,  ,  , 2.8
16:31:43, 3820, 3611, 64168, 10.75, 130.10, -3.27, 84.25,  , 41.423125, 1.990168, 2.8
16:31:53, 3856, 3647, 63881, 12.95, 123.50, -2.64, 73.15,  ,  ,  , 3.3
16:31:54, 3859, 3650, 63852, 12.45, 113.80, -2.66, 72.30,  ,  ,  , 3.4
16:31:55, 3863, 3654, 63824, 12.25, 118.30, -2.59, 71.55,  , 41.422488, 1.991625, 3.5
16:31:56, 3866, 3657, 63799, 14.30, 121.40, -2.59, 70.80,  ,  ,  , 3.5
16:31:57, 3868, 3659, 63777, 13.40, 113.60, -2.58, 70.10,  ,  ,  , 3.4
16:31:58, 3871, 3662, 63756, 14.25, 122.10, -2.45, 69.50,  , 41.422260, 1.992195, 3.4
16:31:59, 3873, 3664, 63738, 14.25, 122.10, -2.52, 69.10,  ,  ,  , 3.4
16:32:00, 3876, 3667, 63717, 13.60, 113.50, -2.64, 68.85,  ,  ,  , 3.3
16:32:01, 3879, 3670, 63696, 13.20, 117.60, -2.61, 68.80,  , 41.422108, 1.992635, 3.3
16:32:04, 3886, 3677, 63638, 12.85, 117.70, -2.78, 68.70,  , 41.422007, 1.992945, 3.2
16:32:05, 3888, 3679, 63622, 15.30, 114.40, -2.84, 68.55,  ,  ,  , 3.1
16:32:06, 3890, 3681, 63606, 13.10, 116.00, -2.79, 68.40,  ,  ,  , 2.7
16:32:07, 3892, 3683, 63590, 15.30, 118.50, -2.85, 68.15,  , 41.421838, 1.993403, 2.5
16:32:08, 3895, 3686, 63569,  ,  , -2.92, 67.90,  ,  ,  , 2.5
16:32:09, 3897, 3688, 63547,  ,  , -2.87, 67.65,  ,  ,  , 2.5
16:32:10, 3900, 3691, 63526,  ,  , -2.92, 67.45,  ,  ,  , 2.5
16:32:11, 3902, 3693, 63506, 15.90, 114.80, -2.88, 67.25,  ,  ,  , 2.4
16:32:12, 3905, 3696, 63488, 15.55, 115.00, -2.92, 67.00,  ,  ,  , 2.4
16:32:13, 3907, 3698, 63470, 14.20, 110.60, -2.95, 66.80,  , 41.421492, 1.994337, 2.4
16:32:14, 3910, 3701, 63449, 14.95, 117.40, -2.85, 66.50,  ,  ,  , 2.3
16:32:15, 3912, 3703, 63431, 15.20, 108.90, -2.88, 66.10,  ,  ,  , 2.3
16:32:16, 3914, 3705, 63414, 13.95, 114.40, -2.84, 65.80,  , 41.421333, 1.994823, 2.3
16:32:17, 3916, 3707, 63400,  ,  , -2.84, 65.40,  ,  ,  , 2.3
16:32:18, 3918, 3709, 63386,  ,  , -2.83, 65.05,  ,  ,  , 2.3
16:32:19, 3919, 3710, 63372,  ,  , -2.78, 64.70, 14.00,  ,  , 2.3
16:32:20, 3923, 3714, 63346, 14.55, 111.80, -2.80, 64.30,  ,  ,  , 2.3
16:32:21, 3926, 3717, 63320, 14.30, 121.10, -2.75, 63.90,  ,  ,  , 2.4
16:32:22, 3929, 3720, 63294, 14.80, 111.30, -2.75, 63.50,  , 41.420940, 1.995940, 2.4
16:32:23, 3932, 3723, 63274, 14.80, 111.30, -2.67, 62.95,  ,  ,  , 2.4
16:32:24, 3934, 3725, 63254, 14.50, 119.40, -2.69, 62.45,  ,  ,  , 2.4
16:32:25, 3937, 3728, 63234, 14.25, 110.90, -2.71, 61.85,  , 41.420825, 1.996240, 2.5
16:32:33, 3953, 3744, 63104,  ,  , -2.46, 56.05,  ,  ,  , 2.4
16:32:34, 3955, 3746, 63088,  ,  , -2.45, 54.95,  ,  ,  , 2.3
16:32:41, 3910, 3701, 63443,  ,  , -3.34, 51.30,  ,  ,  , -1.6
16:32:42, 3904, 3695, 63493,  ,  , -3.48, 51.65,  ,  ,  , -1.9
16:32:43, 3898, 3689, 63544,  ,  , -3.61, 52.15,  ,  ,  , -2.2
16:32:53, 3828, 3619, 64102, 10.05, 131.30, -4.87, 62.75,  ,  ,  , -6.7
16:32:54, 3821, 3612, 64159, 10.65, 130.70, -4.90, 64.00,  ,  ,  , -6.9
16:32:55, 3814, 3605, 64216, 10.25, 130.60, -4.93, 65.25,  , 41.419003, 2.000440, -7.0
16:33:34, 3535, 3326, 66502, 9.45, 138.80, -3.46, 84.15,  , 41.416343, 2.003932, -7.1
